Sex,Length,Diameter,Height,Whole_Weight,Shucked_Weight,Viscera_Weight,Shell_Weight,Rings,Age
F,126,100,34,262.7,111.9,53.400000000000006,80,20,21.5
M,126,103,33,270.40000000000003,97.6,69.8,90,20,21.5
F,126,100,31,200.99999999999997,73.4,39.800000000000004,72,16,17.5
M,109.00000000000001,82,28.000000000000004,125,44.6,32,47,13,14.5
F,134,108,33,300.3,103.60000000000001,71.6,101,14,15.5
I,98,76,24,105.80000000000001,43.3,27.800000000000004,31,11,12.5
F,98,78,27,115.7,49.3,24.6,40,13,14.5
I,57.99999999999999,45,14.000000000000002,20.200000000000003,7.199999999999999,4.7,7.000000000000001,8,9.5
I,52,40,14.000000000000002,18.4,7.3999999999999995,4,6,6,7.5
M,115.99999999999999,90,35,213.60000000000002,85,40.6,64,13,14.5
F,122,97,33,218.29999999999998,78.7,48.699999999999996,66,18,19.5
M,120,100,32,202.99999999999997,79.9,34.699999999999996,66,19,20.5
F,112.00000000000001,91,25,188.6,68.8,25.8,75,21,22.5
F,114.99999999999999,90,34,209.50000000000003,75.5,34.1,77,18,19.5
F,113.99999999999999,90,35,191.1,76,33.300000000000004,59,18,19.5
M,120,94,31,207.20000000000002,87.5,39.2,65,20,21.5
M,112.99999999999999,91,34,181.29999999999998,68.4,31.2,64,18,19.5
M,109.00000000000001,84,28.000000000000004,150.1,49.5,26,51,22,23.5
I,88,69,20,73.2,24.4,18.099999999999998,24,13,14.5
M,100,82,30,132.4,56.3,27.400000000000002,44,11,12.5
I,72,55.00000000000001,19,43.4,16.8,8.7,18,7,8.5
I,77,61,19,50.4,18.3,11,18,14,15.5
M,78,60,18,61.1,28.599999999999998,12.9,17,9,10.5
M,100,83,33,137.7,49.8,27.6,50,13,14.5
I,72,55.00000000000001,22,46.7,19,10.5,17,10,11.5
I,67,52,20,38.4,15.7,11.700000000000001,14.000000000000002,8,9.5
F,101,85,28.000000000000004,170,55.00000000000001,32.5,56.99999999999999,19,20.5
I,79,59,20,54.300000000000004,26.8,6.5,17,10,11.5
F,82,65,21,72.7,31.8,15.4,24,10,11.5
F,112.00000000000001,91,38,142.79999999999998,56.599999999999994,25.8,55.00000000000001,9,10.5
M,112.99999999999999,87,37,196.3,65.8,27.200000000000003,78,13,14.5
M,112.99999999999999,91,37,185.3,70.8,31.5,75,16,17.5
M,121,100,35,219.60000000000002,95.3,46.400000000000006,75,12,13.5
F,112.99999999999999,91,30,164.1,73,31.8,52,18,19.5
M,145,112.99999999999999,43,378.2,139.5,94.5,115.99999999999999,16,17.5
F,135,107,32,282,118.39999999999999,63.5,84,16,17.5
F,133,111.00000000000001,39,287.7,116.19999999999999,70.8,72,17,18.5
F,112.99999999999999,98,31,184.9,81,43.9,51,11,12.5
F,129,110.00000000000001,35,258.3,113.99999999999999,60.9,66,14,15.5
M,114.99999999999999,94,28.000000000000004,167.5,69.69999999999999,34.699999999999996,48,11,12.5
F,128,108,35,244.20000000000002,102,51.800000000000004,78,15,16.5
I,72,56.00000000000001,21,39.800000000000004,13.900000000000002,9,16,9,10.5
I,83,62,22,59.3,24.6,11.4,19.900000000000002,10,11.5
F,105,82,27,141.70000000000002,58.599999999999994,30.5,47,11,12.5
M,76,56.99999999999999,20,53.300000000000004,23,12.2,15,11,12.5
F,117,93,34,198.3,77.3,44.800000000000004,53,12,13.5
I,48,37,14.000000000000002,14.299999999999999,5.2,3.5999999999999996,5,6,7.5
I,44,33,11,10.9,4.3,2.4,4,5,6.5
I,51,39,14.000000000000002,14.7,5.1,4,5,6,7.5
I,35,25,10,4.7,1.6,0.7000000000000001,1.6,5,6.5
F,134,110.00000000000001,38,278.1,108.5,60.699999999999996,80,12,13.5
M,131,106,39,277.59999999999997,113.39999999999999,54.7,82,13,14.5
F,136,110.00000000000001,42,348.9,119.5,61,125,17,18.5
M,135,111.00000000000001,40,287.7,109.00000000000001,53.300000000000004,93,21,22.5
F,106,88,27,156.7,62.6,34.300000000000004,43.7,9,10.5
F,103,81,24,129.20000000000002,57.9,28.1,35.4,10,11.5
I,86,68,24,71.5,30.2,12.9,20.9,9,10.5
F,104,81,24,125.4,52.900000000000006,28.299999999999997,36.199999999999996,11,12.5
F,109.00000000000001,83,32,154.29999999999998,54.400000000000006,29.099999999999998,55.300000000000004,10,11.5
M,106,83,35,147.9,52.2,27.900000000000002,52.900000000000006,17,18.5
F,93,70,23,84.2,31.3,18.2,26.900000000000002,9,10.5
M,133,108,35,269.4,99.1,50.8,83,17,18.5
M,147,118,45,351.2,127.4,68.10000000000001,115.99999999999999,21,22.5
M,132,109.00000000000001,37,264,106.1,52.7,91,16,17.5
F,140,117,37,361.5,141.1,64.3,95,29,30.5
M,114.99999999999999,80,31,186.5,72.1,48.9,60,17,18.5
M,113.99999999999999,93,25,169.79999999999998,75.7,35.3,48,15,16.5
F,115.99999999999999,92,30,199.10000000000002,85.8,42.4,52,19,20.5
M,126,96,28.999999999999996,202.3,84.7,47.4,61,12,13.5
F,117,93,28.000000000000004,181.6,76.2,32.300000000000004,63,13,14.5
M,110.00000000000001,90,26,184,75.6,47.699999999999996,57.99999999999999,11,12.5
F,125,103,30,248.3,104.69999999999999,61.3,72,15,16.5
M,108,84,27,161.5,69.69999999999999,35.9,47,11,12.5
F,113.99999999999999,91,33,211.90000000000003,88,43.9,56.99999999999999,14,15.5
M,118,91,28.999999999999996,214.6,95,38,56.99999999999999,14,15.5
M,115.99999999999999,92,26,184.20000000000002,71.39999999999999,36.199999999999996,57.99999999999999,13,14.5
F,131,102,31,257.90000000000003,106.89999999999999,57.099999999999994,82,11,12.5
M,131,106,35,252.70000000000002,97.2,52.7,83,15,16.5
M,125,100,39,273.8,117.5,43.7,74,17,18.5
F,125,100,30,190.6,68.89999999999999,44.7,61,15,16.5
F,128,104,35,249.6,84.89999999999999,51.9,96,12,13.5
F,121,97,33,202.1,87,41.8,60,19,20.5
F,123,105,31,207.7,85.39999999999999,46.300000000000004,69,11,12.5
M,111.00000000000001,90,35,174.8,65.5,40.400000000000006,61,10,11.5
F,115.99999999999999,88,36,170.79999999999998,73.3,32.7,49,12,13.5
F,124,104,45,236.7,75.6,54,79,23,24.5
F,124,94,45,223,75.6,42.9,72,15,16.5
F,120,101,38,225.8,87.7,51.2,72,13,14.5
F,125,97,38,234.90000000000003,87.7,46.1,84,17,18.5
M,120,94,35,221,97.3,49.4,63,15,16.5
M,112.00000000000001,92,47,167.9,66.5,31.4,61,12,13.5
M,117,91,45,211,76.3,44.2,73,15,16.5
M,112.00000000000001,87,36,177.8,72,40.8,50,11,12.5
I,112.00000000000001,89,31,174.70000000000002,60.099999999999994,41.8,55.00000000000001,16,17.5
I,136,106,37,221.89999999999998,87.8,49,68,10,11.5
F,91,70,28.000000000000004,103.69999999999999,44.2,25.3,27,10,11.5
F,98,76,28.999999999999996,134.5,49.8,36.199999999999996,42,10,11.5
M,62,44,17,29.2,12.2,7.3,9,6,7.5
F,55.00000000000001,39,14.000000000000002,16,6.2,4.3,5,5,6.5
M,54,39,16,20,7.7,3.9,6,6,7.5
M,80,57.99999999999999,23,55.900000000000006,22.3,11.5,15,9,10.5
M,56.00000000000001,40,16,18.3,6.6000000000000005,4.3,6,5,6.5
M,65,46,18,29.4,12,6.800000000000001,9,4,5.5
F,69,50,18,40.6,15.6,11.799999999999999,11,6,7.5
M,42,30,10,7.7,3.1,1.7000000000000002,2,3,4.5
F,72,54,18,37.7,16.900000000000002,7.7,11,5,6.5
I,73,52,23,43.6,18.7,8.9,14.000000000000002,9,10.5
M,40,28.000000000000004,11,7.000000000000001,2.9000000000000004,1.6,2,5,6.5
M,47,32,12,10.9,5.3,1.9,3,4,5.5
M,35,25,8,4.8,1.9,1.2,1,4,5.5
M,31,22,8,3.1,1.3,0.6,1,3,4.5
F,113.99999999999999,89,31,146.6,56.39999999999999,31.8,47,14,15.5
F,113.99999999999999,90,32,194.3,79.3,51,52,12,13.5
M,77,60,19,48,17.7,11.799999999999999,17,9,10.5
I,106,84,37,150.4,59.8,31.2,41,20,21.5
F,92,71,26,91.60000000000001,38.4,21.099999999999998,26,13,14.5
I,94,74,24,94.1,36.9,21.099999999999998,31,12,13.5
F,87,67,22,76,33.900000000000006,17.2,22,9,10.5
I,94,74,28.000000000000004,99.7,41.9,24.5,28.999999999999996,10,11.5
I,93,76,26,90.8,37.9,16,31,11,12.5
I,104,81,28.000000000000004,115.5,40,28.999999999999996,35.8,11,12.5
M,57.99999999999999,46,15,23.3,8.6,5.1,8,7,8.5
M,55.00000000000001,41,14.000000000000002,18.8,6.7,4,6.5,5,6.5
F,75,57.99999999999999,23,54.1,18.6,13.200000000000001,17.7,10,11.5
F,100,75,28.000000000000004,120.8,48.4,28.299999999999997,35.8,15,16.5
F,88,71,23,83,31.7,18.5,26.200000000000003,11,12.5
M,84,65,23,57.699999999999996,20,11.4,22.7,15,16.5
M,89,70,23,72.3,31.3,13.900000000000002,23.400000000000002,8,9.5
F,76,57.99999999999999,21,51.4,19.8,10.2,17,10,11.5
M,64,49,15,31.1,11.700000000000001,7.6,9.8,11,12.5
M,51,39,13,16,6.3,3.5999999999999996,5.4,8,9.5
M,41,31,9,8.5,3.4000000000000004,1.0999999999999999,3.1,7,8.5
F,112.99999999999999,90,32,159,72.1,31.1,46,12,13.5
I,111.00000000000001,85,36,175,73.9,40.1,51,11,12.5
I,130,103,32,232.50000000000003,99,40.6,66,17,18.5
I,123,98,31,197.70000000000002,82.89999999999999,39,69,13,14.5
I,112.00000000000001,88,33,160,67,34.699999999999996,50,12,13.5
I,96,74,24,102.8,41.5,26.200000000000003,31,13,14.5
I,97,78,25,118.19999999999999,57.4,28.199999999999996,24,9,10.5
I,100,77,30,125.29999999999998,52.1,33.300000000000004,32,10,11.5
I,105,81,30,159,61.5,41,51,14,15.5
F,132,100,33,238.09999999999997,91.7,59.599999999999994,74,12,13.5
F,132,106,34,265.2,103.8,52.5,88,13,14.5
I,104,80,28.999999999999996,132,53.400000000000006,21.099999999999998,44,13,14.5
F,88,68,21,72.8,29.599999999999998,16.1,23.5,8,9.5
I,103,80,24,131.8,54.1,35.8,34,13,14.5
F,95,70,23,90.4,34.300000000000004,18.4,31,11,12.5
F,109.00000000000001,83,30,146.70000000000002,55.900000000000006,32.6,43.7,11,12.5
F,94,71,26,109.3,40.1,25.2,37,14,15.5
M,70,51,13,35.8,14.099999999999998,7.7,12,10,11.5
I,97,71,26,116.19999999999999,49,26.400000000000002,33.6,12,13.5
I,87,66,25,81.2,33.7,21.099999999999998,19.2,12,13.5
M,56.00000000000001,42,16,21.7,8.200000000000001,5.3,6.9,7,8.5
F,82,64,23,77.4,33,20.1,19.7,11,12.5
I,90,70,28.000000000000004,94.8,42,21.8,25.5,16,17.5
I,90,69,27,88.6,39.5,17.5,23.5,14,15.5
F,118,91,31,213.20000000000002,76.4,45.5,83,20,21.5
F,113.99999999999999,88,28.000000000000004,190.7,75.7,40.2,61,17,18.5
I,122,95,30,193.3,82.89999999999999,40,69,10,11.5
F,122,95,28.000000000000004,226.6,105.5,47.099999999999994,70,11,12.5
I,112.00000000000001,85,28.000000000000004,183.5,80.10000000000001,39.5,52,10,11.5
F,117,87,35,196.4,81.10000000000001,49.9,54,10,11.5
I,115.99999999999999,89,30,177.29999999999998,76.6,41.8,51,11,12.5
F,126,96,35,273.5,100.29999999999998,60.699999999999996,103,17,18.5
F,125,98,35,246.60000000000002,111.3,49.4,73,11,12.5
I,110.00000000000001,85,30,161.20000000000002,75.2,34.2,49,14,15.5
F,129,105,38,292.7,132.29999999999998,68.7,87,19,20.5
I,92,71,28.000000000000004,98.7,43.2,26.6,23,13,14.5
F,82,61,20,72.6,34.699999999999996,13,22,11,12.5
I,99,78,25,133.1,56.8,32.4,40,11,12.5
I,104,85,34,136.1,56.00000000000001,34.8,39,10,11.5
F,110.00000000000001,82,28.999999999999996,165.7,61.9,38.1,50,13,14.5
M,90,67,28.000000000000004,92.5,32.800000000000004,15.2,30,14,15.5
F,81,62,24,61.9,27.6,11.600000000000001,19,13,14.5
I,102,80,30,149,57.3,33.5,47,13,14.5
F,74,57.99999999999999,23,50,22.2,11.4,15,9,10.5
I,105,82,35,174.8,71.7,41.4,41,18,19.5
F,132,104,36,302.8,105.2,59.5,84,19,20.5
M,107,84,30,139.9,51.5,30.599999999999998,48,12,13.5
I,114.99999999999999,91,36,170.5,60.3,36.5,60,13,14.5
F,110.00000000000001,86,28.000000000000004,142.70000000000002,51.300000000000004,37.2,45,9,10.5
I,121,94,28.000000000000004,187.79999999999998,67.7,40.2,64,13,14.5
I,121,99,28.999999999999996,210.8,73.8,45.1,72,12,13.5
F,112.00000000000001,89,39,196.2,61,44.9,67,16,17.5
I,107,84,28.999999999999996,185.20000000000002,79.60000000000001,39.300000000000004,50,17,18.5
F,77,63,22,57.199999999999996,24.5,12.7,16.7,10,11.5
F,78,60,20,53,21.5,12,17.299999999999997,13,14.5
I,94,69,23,97.7,40.1,21.6,33.2,11,12.5
I,103,78,28.000000000000004,111.1,40,22.7,44.7,12,13.5
I,85,69,25,85,32,15.9,30.8,13,14.5
M,69,54,18,39,15.6,9.1,11.799999999999999,9,10.5
I,97,74,26,91.60000000000001,36.199999999999996,22.6,27.200000000000003,10,11.5
M,74,56.99999999999999,20,45.6,13.5,13.5,16.2,10,11.5
M,70,53,18,35.5,11.5,8.4,13.600000000000001,12,13.5
F,88,69,34,81.69999999999999,30,16.5,30.3,12,13.5
M,39,28.999999999999996,10,6.4,2,1.6,2.4,4,5.5
M,65,48,15,31,9.5,7.1,12,9,10.5
I,99,74,25,95.5,37,14.099999999999998,33.800000000000004,18,19.5
I,90,70,28.999999999999996,105,41.699999999999996,20,33.1,15,16.5
M,83,69,27,77.3,25.6,14.000000000000002,29.599999999999998,13,14.5
F,94,71,28.000000000000004,86.6,30.5,19,30.4,12,13.5
M,64,48,17,34,13.100000000000001,9.4,9.8,7,8.5
M,62,45,15,25.900000000000002,9.1,6.7,8.799999999999999,9,10.5
M,47,34,11,10.299999999999999,3.5999999999999996,2.1,3.9,7,8.5
M,69,51,16,33.800000000000004,12,8.5,10.8,10,11.5
I,97,76,28.000000000000004,134.60000000000002,43.5,26,39,18,19.5
F,100,77,23,135.7,58.9,27.6,39,12,13.5
F,100,77,21,99.6,35.9,21.9,34,17,18.5
I,93,72,21,99.6,42.8,23.200000000000003,28.000000000000004,15,16.5
F,105,81,32,131.6,53.1,22.5,45,12,13.5
F,85,67,19,64.4,24.099999999999998,12.2,25,10,11.5
F,76,61,19,56.3,25.1,10.5,18,8,9.5
I,106,83,28.999999999999996,188.79999999999998,76.9,37,53,21,22.5
M,68,53,17,36.7,15.4,9.2,13,10,11.5
I,95,73,23,98,44.6,24.7,26.700000000000003,9,10.5
F,86,68,24,78.2,31.1,19,28.1,7,8.5
M,92,73,25,93.4,37.9,18.9,31.6,10,11.5
I,94,72,26,104.5,39.6,21.3,33,9,10.5
M,72,59,20,42.1,13.200000000000001,10.5,15,9,10.5
M,71,53,18,33.6,10,8.200000000000001,12.6,8,9.5
M,76,47,20,51.6,21.099999999999998,10.8,16,7,8.5
M,71,52,17,38.1,16.2,9.700000000000001,11,6,7.5
I,88,69,24,97.39999999999999,39.300000000000004,21.6,32,14,15.5
F,102,80,26,114.7,43.8,27.3,39,13,14.5
M,65,48,17,34.599999999999994,15.9,7.6,10,7,8.5
I,124,97,36,235.70000000000002,93.5,53.1,78,13,14.5
F,118,90,32,180,71.6,31.2,63,19,20.5
M,66,51,19,37.5,14.7,9,12,7,8.5
M,90,68,26,74.3,32.1,15.9,21,9,10.5
I,89,66,24,69.39999999999999,24,16.8,21,11,12.5
M,66,43,15,22.900000000000002,9,5.3,7.000000000000001,6,7.5
M,96,75,28.999999999999996,155.4,43.2,26,34,9,10.5
I,92,70,24,97.7,38.6,21,31,11,12.5
F,95,72,25,89.4,33.900000000000006,16.2,28.000000000000004,9,10.5
M,51,36,13,15.8,6.800000000000001,2.8000000000000003,5,5,6.5
I,67,49,18,33.300000000000004,11.899999999999999,8,12,6,7.5
I,94,70,26,93.2,36.9,19.8,28.999999999999996,11,12.5
M,62,45,16,26.900000000000002,10.8,4.8,10,7,8.5
F,74,56.00000000000001,22,46.1,18.9,9.3,15,10,11.5
M,59,43,15,25.8,10,5.8999999999999995,8,7,8.5
F,111.00000000000001,87,33,194,67.2,46.300000000000004,59,17,18.5
F,123,103,34,227.99999999999997,86.1,44.9,84,16,17.5
I,115.99999999999999,98,39,263.3,106.1,50.8,82,18,19.5
F,117,95,37,191.70000000000002,82.89999999999999,32.300000000000004,66,11,12.5
I,130,105,36,325.2,119.39999999999999,68.89999999999999,106,18,19.5
I,107,90,34,156.20000000000002,61.1,31.1,59,11,12.5
F,83,68,26,73.5,29.2,17.7,24,10,11.5
F,76,61,21,56.2,20.9,12.3,18,12,13.5
I,90,71,24,82.39999999999999,22.900000000000002,13.3,32,19,20.5
F,79,59,19,44.9,15.6,10.8,16,10,11.5
M,91,70,24,96.7,36.3,28.799999999999997,32,11,12.5
F,97,76,30,121,43.1,28.000000000000004,36,15,16.5
M,110.00000000000001,85,31,183.5,55.50000000000001,48.6,67,13,14.5
F,90,70,28.999999999999996,108.5,35.3,24.6,35,13,14.5
M,95,77,28.999999999999996,123.50000000000001,47,21.6,43,14,15.5
F,100,76,31,131,48.1,28.599999999999998,41,17,18.5
F,106,82,33,162.3,48,33.800000000000004,48,19,20.5
M,98,78,30,114.6,45,24.8,34,21,22.5
F,98,77,30,157.29999999999998,48.199999999999996,28.000000000000004,48,23,24.5
F,104,79,36,128,31.6,22,49,22,23.5
M,108,83,28.999999999999996,148,52.7,33.6,49,12,13.5
F,100,75,23,118.9,37,29.599999999999998,38,11,12.5
F,90,76,33,163.3,50,38.3,53,23,24.5
F,74,55.00000000000001,20,44.5,18.6,5.2,16,8,9.5
I,74,55.00000000000001,20,45.9,17.7,9.3,14.000000000000002,7,8.5
M,97,74,28.000000000000004,114.5,40.8,28.299999999999997,35,10,11.5
F,87,65,23,78.3,30.8,18.8,24,7,8.5
M,107,81,37,166.9,63.5,34.5,57.99999999999999,16,17.5
M,102,80,28.000000000000004,130.29999999999998,49.1,33.300000000000004,37,10,11.5
M,112.99999999999999,88,37,181.8,68.8,46.5,51,15,16.5
F,107,80,30,160.9,66.9,42.5,42,13,14.5
F,107,81,25,185.4,52,28.499999999999996,69,16,17.5
M,105,80,34,146.1,55.800000000000004,41.099999999999994,39,11,12.5
M,118,88,30,191.1,73.2,48.5,59,11,12.5
M,100,75,30,127.2,50.7,28.999999999999996,38,10,11.5
I,51,38,15,17.299999999999997,6.9,4.1000000000000005,5,5,6.5
F,86,65,23,77.3,29.5,21.3,22,11,12.5
M,76,57.99999999999999,24,56.599999999999994,23.5,13.100000000000001,17,9,10.5
I,33,22,4,3.8,1.3,0.5,1,4,5.5
I,63,46,18,25.7,8.6,8,8,7,8.5
I,31,21,10,3.5000000000000004,1,0.7000000000000001,1,4,5.5
M,56.00000000000001,41,20,23.3,10.9,5.7,6,5,6.5
F,86,67,24,88.8,31,22.900000000000002,28.000000000000004,13,14.5
F,79,63,21,70.3,23.7,18.2,23.9,16,17.5
M,77,56.99999999999999,21,58.099999999999994,24.3,13.700000000000001,17.5,12,13.5
F,96,77,27,107.2,37.9,28.4,34.599999999999994,14,15.5
F,89,66,21,90.5,36,20.599999999999998,24.6,9,10.5
M,79,59,23,63.2,24.099999999999998,11.899999999999999,22.1,12,13.5
M,80,60,25,83.39999999999999,38.2,18,23.5,9,10.5
M,83,65,28.000000000000004,83.39999999999999,30.7,20.3,28.799999999999997,10,11.5
M,63,50,18,40.6,12.3,7.3999999999999995,15.9,11,12.5
F,69,52,18,41.4,15.5,8.7,15.299999999999999,10,11.5
M,72,59,26,55.300000000000004,17.9,11.4,20.1,10,11.5
I,59,45,18,22.1,8.1,4.9,6.4,7,8.5
I,65,50,16,35.199999999999996,11.899999999999999,7.1,12.6,7,8.5
M,75,60,20,49.3,20.8,9.5,16.6,11,12.5
I,56.00000000000001,41,11,22.7,9,5.5,6.7,7,8.5
M,71,53,17,40.2,13.8,10.6,13.900000000000002,8,9.5
M,70,51,16,38.3,16,7.7,12.6,9,10.5
I,55.00000000000001,40,13,20.7,9.5,4.1000000000000005,6,7,8.5
I,57.99999999999999,41,14.000000000000002,19.5,7.199999999999999,3.8,7.000000000000001,8,9.5
I,50,38,12,15.299999999999999,7.199999999999999,2.3,4.9,6,7.5
I,36,25,7.000000000000001,5.3,1.9,1.0999999999999999,1.7000000000000002,4,5.5
I,30,20,5,3,0.8999999999999999,0.8,1,2,3.5
I,32,22,5,3.5999999999999996,1.3,1.0999999999999999,1,3,4.5
M,111.00000000000001,91,32,211.50000000000003,78.5,45.6,58.599999999999994,13,14.5
M,111.00000000000001,88,30,218.4,83.2,42.4,88.1,15,16.5
M,105,82,26,198,77.3,48.6,59,15,16.5
M,93,72,16,97.6,38.2,25,31,11,12.5
F,98,72,22,100.1,32.2,21.4,39,17,18.5
M,80,61,17,59.4,21.6,14.099999999999998,20,10,11.5
F,96,75,21,105,43.7,23.9,31,12,13.5
M,101,80,25,154,54.7,31.8,51,13,14.5
F,104,80,24,130.29999999999998,52.2,40.300000000000004,33,15,16.5
M,105,80,26,165.9,48.1,36.5,55.00000000000001,11,12.5
M,109.00000000000001,84,26,175.8,74.8,33.900000000000006,46,13,14.5
M,104,80,24,164.6,59.599999999999994,36.1,53,15,16.5
M,101,76,26,131.20000000000002,45.4,35.699999999999996,44,13,14.5
M,105,85,24,173.3,56.49999999999999,35.199999999999996,57.99999999999999,18,19.5
M,102,78,25,131.29999999999998,52.400000000000006,36.7,35,10,11.5
M,104,77,23,133.8,47.699999999999996,34.4,41,12,13.5
F,104,81,25,128.7,48.3,34.699999999999996,42,12,13.5
M,107,82,27,172.4,57.099999999999994,30.5,64,14,15.5
M,89,69,18,75.9,28.599999999999998,14.799999999999999,25,10,11.5
M,106,88,41,167,64,43.5,49,14,15.5
F,72,53,18,41.3,15.6,11.4,12,8,9.5
F,107,84,30,147.3,55.7,37.2,43,14,15.5
F,104,81,28.000000000000004,163.5,55.900000000000006,36.6,52,17,18.5
M,106,83,26,168.5,55.00000000000001,38.9,53,20,21.5
F,106,84,26,200.2,68,45.2,53,17,18.5
F,132,104,40,335.2,134.60000000000002,96.1,90,17,18.5
M,104,77,28.000000000000004,131.9,49.7,40.699999999999996,32,9,10.5
M,107,84,26,161.1,60.199999999999996,36.199999999999996,56.00000000000001,14,15.5
M,139,103,35,303.3,115.6,82.1,78,15,16.5
F,102,78,21,122.39999999999999,37.4,30,39,13,14.5
M,97,71,24,109.4,43,32.300000000000004,28.000000000000004,10,11.5
F,121,92,34,224.40000000000003,69.39999999999999,60.9,63,13,14.5
F,115.99999999999999,91,33,227.3,73.8,60.099999999999994,55.00000000000001,13,14.5
M,130,103,35,296.09999999999997,105.89999999999999,54.400000000000006,105,20,21.5
M,124,101,37,305.5,138,73.6,70,13,14.5
M,123,105,31,227.5,73.4,47.199999999999996,74,20,21.5
F,121,99,38,287.40000000000003,93.8,53.1,82,15,16.5
M,113.99999999999999,88,31,223.20000000000002,95.5,46.300000000000004,54,13,14.5
M,113.99999999999999,86,24,212.3,69.6,33.4,62,15,16.5
M,117,81,30,251.29999999999998,87,40.400000000000006,65,15,16.5
F,110.00000000000001,88,31,189.2,62.6,36.5,67,16,17.5
F,108,88,27,191.79999999999998,47.699999999999996,44.2,60,17,18.5
M,128,102,38,322.6,124.30000000000001,72.2,94,14,15.5
F,122,94,28.999999999999996,230.6,80.60000000000001,59.199999999999996,64,14,15.5
M,109.00000000000001,90,30,195.6,67.30000000000001,38.1,60,11,12.5
F,118,89,26,226.5,76.5,46.800000000000004,64,13,14.5
M,69,54,19,39.4,13.3,10,14.000000000000002,9,10.5
F,110.00000000000001,86,31,157,57.8,45.4,46.6,11,12.5
F,106,85,34,189.79999999999998,69.69999999999999,47.9,55.60000000000001,17,18.5
F,106,91,33,196.1,63.1,56.3,59.3,11,12.5
I,97,75,28.000000000000004,104.2,40,24.6,34,8,9.5
M,77,55.00000000000001,23,53.7,19.5,16.5,17,8,9.5
M,91,68,27,92.4,33.5,31.6,24,9,10.5
M,98,76,28.000000000000004,152.1,49,33.4,37,10,11.5
M,106,82,33,146.4,37.8,34,62,11,12.5
M,101,77,28.999999999999996,135.5,47.199999999999996,35.8,40,15,16.5
M,98,76,28.000000000000004,127.69999999999999,46.1,28.4,39,13,14.5
M,93,70,28.000000000000004,115.10000000000001,40.300000000000004,30.099999999999998,38,15,16.5
F,94,72,28.999999999999996,107.4,34.5,27.500000000000004,39,15,16.5
M,112.00000000000001,82,33,186,70.1,47.4,60,13,14.5
M,101,77,30,128.29999999999998,49.2,30.4,43,12,13.5
M,103,87,28.999999999999996,176.29999999999998,58.4,41.199999999999996,51,10,11.5
I,77,56.00000000000001,25,48.8,20.4,7.6,17,6,7.5
I,43,31,12,10.5,4.2,3.3000000000000003,3,5,6.5
M,110.00000000000001,83,35,208.4,65.9,46.5,58.099999999999994,15,16.5
F,103,78,26,115.10000000000001,39.5,26,36.9,9,10.5
M,99,77,27,141.79999999999998,42.199999999999996,27.500000000000004,52.400000000000006,12,13.5
F,101,78,32,128.8,49.5,40.5,32.7,9,10.5
F,120,93,33,177.5,61.8,49.2,52.400000000000006,12,13.5
F,113.99999999999999,93,32,178.7,62.9,51.5,52.6,10,11.5
F,97,75,27,111.20000000000002,38.5,26.3,33.7,10,11.5
M,94,74,36,102,38.3,25.7,32.5,9,10.5
M,114.99999999999999,90,33,184.3,65.5,45,51.2,12,13.5
M,115.99999999999999,93,32,206.9,63,52,72.7,12,13.5
M,103,81,28.999999999999996,139,43,32.7,46.800000000000004,15,16.5
M,106,82,31,143.1,56.10000000000001,33.7,42.8,11,12.5
M,88,67,22,78.8,31.4,19.2,24.4,9,10.5
M,104,84,32,149,51,31.4,57.699999999999996,11,12.5
F,85,69,22,73.3,25,16.2,23.400000000000002,11,12.5
M,92,68,27,99,33.1,23.400000000000002,37,10,11.5
M,90,67,25,69.8,23.799999999999997,21.099999999999998,23,10,11.5
M,85,66,26,88.1,30.4,18.7,31,9,10.5
I,74,55.00000000000001,20,44,18.8,9,13,7,8.5
M,103,76,27,132.29999999999998,57.49999999999999,41.9,31,10,11.5
M,81,61,24,63.7,24.7,18.099999999999998,19,7,8.5
I,56.00000000000001,41,14.000000000000002,20.3,8.200000000000001,6,6,6,7.5
F,96,80,25,151.8,42.5,35.8,48,15,16.5
F,88,68,26,83.89999999999999,30.599999999999998,23.1,26,10,11.5
F,104,82,23,161.4,57.099999999999994,35.8,47,12,13.5
M,101,81,28.000000000000004,175,53.300000000000004,34.8,56.99999999999999,12,13.5
F,98,73,26,136.7,33,26.3,41,21,22.5
I,47,35,11,13.4,5.4,2.5,3.5999999999999996,6,7.5
I,51,37,12,17.599999999999998,7.3,4.2,4.6,5,6.5
